Title,Reference,Publication Date,Risk Level,Impact Level,Affected Systems,Vulnerability Summary,Solution,URL
Vulnérabilité critique affectant les serveurs de messagerie Exim,48381207/24,12 juillet 2024,Critique,Critique,"Exim transfer agent, versions antérieures à 4.98",Exim annonce la correction  d’une vulnérabilité critique affectant les versions susmentionnées de son produit Exim transfer agent.  L'exploitation de cette vulnérabilité peut  permettre  à un attaquant distant de contourner les mesures de sécurité.,Veuillez se référer à la page de l’éditeur pour les mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-les-serveurs-de-messagerie-exim
Nouvelle vulnérabilité affectant les produits Ivanti,45950902/24,09 février 2024,Important,Important,"Ivanti Connect Secure (version 9.1R14.4, 9.1R17.2, 9.1R18.3, 22.4R2.2 et 22.5R1.1), Ivanti Policy Secure version 22.5R1.1, ZTA version 22.6R1.3","Ivanti a publié une mise à jour de sécurité pour corriger une vulnérabilité (CVE-2024-22024) affectant les passerelles Connect Secure, Policy Secure et ZTA. L'exploitation réussie de cette vulnérabilité de contournement d'authentification pourrait permettre à un attaquant distant d'accéder à des ressources restreintes.",Veuillez se référer au bulletin de sécurité Ivanti du 08 Février 2024 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/nouvelle-vulnerabilite-affectant-les-produits-ivanti
Vulnérabilité dans les produits Microsoft Azure (Patch Tuesday Mai 2024),47451505/24,15 mai 2024,Important,Important,Azure Migrate,Une vulnérabilité a été corrigée dans les produits Azure susmentionnés. L’exploitation de cette faille permet à un attaquant de réussir une attaque de cross site scripting.,Veuillez se référer au bulletin de sécurité Microsoft du 14 Mai 2024.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-dans-les-produits-microsoft-azure-patch-tuesday-mai-2024
Vulnérabilités critiques dans plusieurs produits Microsoft (Patch Tuesday Février 2023),40311502/23,15 février 2023,Important,Important,"Microsoft Visual Studio 2022 version 17.4, Microsoft Visual Studio 2022 version 17.0, Microsoft Visual Studio 2019 version 16.11 (includes 16.0 - 16.10), Microsoft Visual Studio 2022 version 17.2, Microsoft Visual Studio 2017 version 15.9 (includes 15.0 - 15.8), Microsoft .NET Framework 3.5 AND 4.7.2, Microsoft .NET Framework 3.5 AND 4.8, Microsoft .NET Framework 3.5 AND 4.8.1, Microsoft .NET Framework 4.8, Microsoft .NET Framework 3.5 and 4.6.2, Microsoft .NET Framework 4.6.2, Microsoft .NET Framework 4.6.2/4.7/4.7.1/4.7.2, Microsoft .NET Framework 3.5.1, Microsoft .NET Framework 3.5, Microsoft .NET Framework 3.0 Service Pack 2, Microsoft .NET Framework 2.0 Service Pack 2, Microsoft Defender Security Intelligence Updates, Power BI Report Server - January 2023, HoloLens 1, Microsoft Dynamics 365 Unified Service Desk, 3D Builder, Print 3D, Microsoft Defender pour IoT, Microsoft Dynamics 365 (on-premises) version 9.0, Microsoft Dynamics 365 (on-premises) version 9.1, Microsoft SQL Server 2017 pour x64-based Systems (GDR), Microsoft SQL Server 2016 pour x64-based Systems Service Pack 3 (GDR), Microsoft SQL Server 2022 pour x64-based Systems (GDR), Microsoft SQL Server 2019 pour x64-based Systems (CU 18), Microsoft SQL Server 2016 pour x64-based Systems Service Pack 3 Azure Connectivity Pack, Microsoft SQL Server 2014 Service Pack 3 pour 32-bit Systems (GDR), Microsoft SQL Server 2019 pour x64-based Systems (GDR), Microsoft SQL Server 2014 Service Pack 3 pour x64-based Systems (GDR), Microsoft SQL Server 2014 Service Pack 3 pour x64-based Systems (CU 4), Microsoft SQL Server 2017 pour x64-based Systems (CU 31), Microsoft SQL Server 2014 Service Pack 3 pour 32-bit Systems (CU 4), NET 6.0, NET 7.0","Microsoft annonce la correction de plusieurs vulnérabilités critiques affectant les produitsMicrosoft susmentionnés. L’exploitation de ces vulnérabilités peut permettre à un attaquantde réussir une élévation de privilèges, d’exécuter du code arbitraire à distance, de porter atteinte à la confidentialité de données, de réussir une usurpation d’identité et de contourner lapolitique de sécurité.",Veuillez se référer au bulletin de sécurité Microsoft du 14 Février 2023.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-plusieurs-produits-microsoft-patch-tuesday-fevrier-2023
Vulnérabilités critiques dans les produits Qualcomm,44140610/23,06 octobre 2023,Critique,Critique,"Qualcomm Adreno GPU, Qualcomm Compute DSP drivers","Qualcomm a publié des mises à jour de sécurité pour corriger plusieurs vulnérabilités dans ses produits, y compris trois vulnérabilités "" zero-day "" qui ont été activement exploitées dans des attaques ciblées limitées. Les trois vulnérabilités zero-day « CVE-2023-33106, CVE-2023-33107 et CVE-2023-33063 » sont des failles dans les pilotes Adreno GPU et Compute DSP de Qualcomm. Un attaquant pourrait exploiter ces failles afin d’exécuter du code arbitraire à distance, de réussir une élévation de privilège ou de contourner la politique de sécurité.","Veuillez se référer au bulletin de sécurité Qualcomm du 02 Octobre 2023, afin d’installer les dernières mises à jour.",https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-les-produits-qualcomm
Vulnérabilités dans Google Chrome,46662003/24,21 mars 2024,Important,Important,"Google Chrome versions antérieures à 123.0.6312.58/.59 pour Windows et Mac, Google Chrome versions antérieures à 123.0.6312.58 pour Linux",Google a publié des mises à jour de sécurité pour corriger plusieurs vulnérabilités affectant Google chrome. L’exploitation de ces failles peut permettre à un attaquant de causer un problème de sécurité non spécifié.,Veuillez se référer au bulletin de sécurité Google du 20 mars 2024 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-google-chrome-5
Vulnérabilités dans MongoDB,42610307 /23,03 juillet 2023,Important,Important,"MongoDB Ops Manager Server versions antérieures à 6.0.15, Le pilote .NET/C# pour MongoDB versions antérieures à 2.19.0",Plusieurs vulnérabilités ont été corrigées dans MongoDB. Un attaquant pourrait exploiter ces failles afin d’exécuter du code arbitraire à distance et de porter atteinte à la confidentialité des données.,Veuillez se référer au bulletin de sécurité MongoDB du 21 Juin 2023 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-mongodb
Vulnérabilité dans Google Chrome,51320412/24,04 décembre 2024,Important,Important,"Chrome versions antérieures à 131.0.6778.108/.109  pour Windows et Mac, Chrome versions antérieures à  131.0.6778.108  pour Linux",Google a publié des mises à jour de sécurité pour corriger une vulnérabilité affectant Google chrome. L’exploitation de cette faille peut permettre à un attaquant d’exécuter du code arbitraire à distance.,Veuillez se référer au bulletin de sécurité Google 03 Décembre 2024pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-dans-google-chrome
Vulnérabilité critique affectant l’outil d’administration Webmin,51652512/24,25 décembre 2024,Critique,Critique,"Webmin, versions antérieures à 2.111",Une vulnérabilité critique affectant l’outil d’administration Webmin a été corrigée. L’exploitation de cette vulnérabilité peut  permettre  à un attaquant distant d’exécuter du code arbitraire.,Veuillez mettre à jour votre produit à une version non vulnérable.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-loutil-dadministration-webmin
Vulnérabilité affectant Postfix,45702301/24,23 janvier 2024,Important,Important,"Postfix versions antérieures aux versions 3.8.5, 3.7.10, 3.6.14 et 3.5.24",Une vulnérabilité affectant les versions susmentionnées de Postfix a été corrigée.   Un attaquant distant  pourrait exploiter cette vulnérabilité pour contourner des mesures de sécurité.,Veuillez se référer au bulletin de sécurité de Postfix afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-affectant-postfix
VULNÉRABILITÉS DANS PHP,38940111/22,01 novembre 2022,Modéré,Modéré,"contact-dsr@dgssi.gov.ma, Tél : +212 5 37 54 03 95, Fax : +212 5 37 71 39 73",Deux vulnérabilités ont été corrigées dans les versions de PHP susmentionnées. L’exploitation de ces failles peut permettre à un attaquant de porter atteinte à la confidentialité des données.,Veuillez se référer au bulletin de sécurité PHP du 27 octobre 2022 afin de corriger ces vulnérabilités.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-php-2
Vulnérabilités critiques dans plusieurs produits Microsoft (Patch Tuesday Septembre 2023),43721309/23,13 septembre 2023,Critique,Critique,"Microsoft Visual Studio 2022 version 17.5, Microsoft Visual Studio 2022 version 17.4, Microsoft Visual Studio 2022 version 17.0, Microsoft Visual Studio 2019 version 16.11 (includes 16.0 - 16.10), Microsoft Visual Studio 2022 version 17.2, Microsoft Visual Studio 2017 version 15.9 (includes 15.0 - 15.8), Windows Server 2008 R2 pour x64-based Systems Service Pack 1 (Server Core installation), Microsoft Dynamics 365 (on-premises) version 9.0, Microsoft Dynamics 365 (on-premises) version 9.1, OneDrive pour iOS, Microsoft Malware Protection Engine","Microsoft annonce la correction de plusieurs vulnérabilités critiques affectant les produits Microsoft susmentionnés. L’exploitation de ces vulnérabilités peut permettre à un attaquant de réussir une élévation de privilèges, d’exécuter du code arbitraire à distance, de porter atteinte à la confidentialité de données, de réussir une usurpation d’identité et de contourner la politique de sécurité.",Veuillez se référer au bulletin de sécurité Microsoft du 12 Septembre 2023.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-plusieurs-produits-microsoft-patch-tuesday-septembre-2023
Vulnérabilités affectant Microsoft Windows (Patch Tuesday Décembre 2022),39481412/22,14 décembre 2022,Modéré,Important,"Windows Server 2022 Datacenter: Azure Edition, Windows Server 2022 (Server Core installation), Windows Server 2022, Windows 10 Version 21H1 for x64-based Systems, Windows Server 2019 (Server Core installation), Windows Server 2019  Windows 10 Version 1809 for x64-based Systems, Windows RT 8.1  Windows 8.1 for 32-bit systems, Windows 10 Version 1607 for 32-bit Systems, Windows 10 for 32-bit Systems  Windows 10 Version 22H2 for 32-bit Systems, Windows 10 Version 22H2 for ARM64-based Systems, Windows 11 Version 22H2 for ARM64-based Systems, Windows 10 Version 21H2 for ARM64-based Systems, Windows 10 Version 21H2 for 32-bit Systems, Windows 11 for ARM64-based Systems, Windows 10 Version 20H2 for ARM64-based Systems, Windows 10 Version 20H2 for 32-bit Systems, Windows 10 Version 21H1 for 32-bit Systems, Windows 10 Version 21H1 for ARM64-based Systems, Windows 10 Version 1809 for ARM64-based Systems, Windows 10 Version 1809 for 32-bit Systems, Remote Desktop client for Windows Desktop","Microsoft annonce la correction de plusieurs vulnérabilités affectant les versions susmentionnées de son système d’exploitation Microsoft Windows. Parmi les vulnérabilités corrigées on retrouve deux vulnérabilités « zero-day » identifiées par « CVE-2022-44710 » et « CVE-2022-44698 » dont une est activement exploitée. L’exploitation de ces vulnérabilités peut permettre à un attaquant l’élévation de privilèges, l’exécution de code arbitraire, l’accès à des données confidentielles ou le déni de service.",Veuillez se référer aux bulletins de sécurité de Microsoft pour obtenir les nouvelles mises à jour,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-microsoft-windows-patch-tuesday-decembre-2022
Vulnérabilités critiques dans D-Link routeur,49491809/24,18 septembre 2024,Critique,Critique,"COVR-X1870 versions v1.02 et version antérieure, DIR-X4860 versions v1.04B04_Hot-Fix et version antérieure, DIR-X5460 versions v1.11B01_Hot-Fix et version antérieur","D-Link a publié des mises à jour de sécurité pour corriger plusieurs vulnérabilités dont trois sont critiques, affectant leurs routeurs susmentionnés.Les vulnérabilités sont les suivantes :CVE-2024-45694 et CVE-2024-45695 : L'exploitation réussie de la vulnérabilité pourrait permettre à un attaquant distant non authentifié d'exécuter du code arbitraire sur l'appareil affecté.  CVE-2024-45696: L'exploitation réussie de cette vulnérabilité pourrait permettre à un attaquant distant non authentifié d'activer le service telnet et de se connecter avec des informations d'identification codées en dur.CVE-2024-45697: L'exploitation réussie de cette vulnérabilité pourrait permettre à un attaquant distant non authentifié d'accéder à l'appareil concerné et d'exécuter des commandes du système d'exploitation (OS) avec des informations d'identification codées en dur.  CVE-2024-45698: L'exploitation réussie de la vulnérabilité de validation d'entrée pourrait permettre à un attaquant distant non authentifié d'accéder à telnet avec des informations d'identification codées en dur et d'exécuter des commandes arbitraires du système d'exploitation sur l'appareil affecté.",Veuillez se référer au bulletin de sécurité D-Link du 17 septembre 2024 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-d-link-routeur
Vulnérabilités dans Zimbra Collaboration,46262902/24,29 février 2024,Important,Important,"Zimbra Collaboration Daffodil versions antérieures à 10.0.7, Zimbra Collaboration Kepler versions antérieures à 9.0.0 Patch 39","Plusieurs vulnérabilités ont été corrigées dans Zimbra Collaboration. L’exploitation de ces failles pourrait permettre à un attaquant de porter atteinte à la confidentialité des données, de causer un déni de service et de réussir une élévation de privilège.",Veuillez se référer au bulletin de sécurité Zimbra du 28 Février 2024.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-zimbra-collaboration-3
Vulnérabilités dans les produits Atlassian,46682003/24,21 mars 2024,Critique,Critique,"Bamboo Data Center et Server, Bitbucket Data Center et Server, Confluence Data Center et Server, Jira Software Data Center et Server","Atlassian a corrigée plusieurs vulnérabilités dans les produits susmentionnés. L’exploitation de ces failles peut permettre à un attaquant de causer un déni de service, de porter atteinte à la confidentialité des données et d’exécuter du code arbitraire à distance.",Veuillez se référer au bulletin de sécurité Atlassian du 19 Mars 2024 pour plus d’infirmation.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-les-produits-atlassian
Vulnérabilités affectant plusieurs produits de Cisco,42660607/23,06 juillet 2023,Important,Important,"Cisco ACI Multi-Site CloudSec Encryption, Cisco BroadWorks, Cisco Duo Authentication Proxy, Cisco Webex Meetings",Cisco annonce la correction de plusieurs vulnérabilités affectant certaines versions de ses produits susmentionnés. L’exploitation de ces vulnérabilités peut   permettre  à un attaquant d’accéder  à des informations confidentielles ou d’élever ses privilèges.,Veuillez se référer aux bulletins de sécurité de Cisco pour mettre à jours vos équipements.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-plusieurs-produits-de-cisco-9
Vulnérabilités affectant le client de messagerie Mozilla Thunderbird,42690707/23,07 juillet 2023,Important,Important,Mozilla Thunderbird versions antérieures à la version 102.13,"Mozilla Foundation annonce la disponibilité d'une mise à jour de sécurité permettant de corriger plusieurs vulnérabilités affectant son client de messagerie Mozilla Thunderbird. L’exploitation de ces vulnérabilités peut permettre à un attaquant distant d’exécuter du code arbitraire, d’accéder à des données confidentielles ou de contourner les mesures de sécurité.",Veuillez se référer au bulletin de sécurité de Mozilla afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-le-client-de-messagerie-mozilla-thunderbird-6
VULNÉRABILITÉS CRITIQUES AFFECTANT VMWARE ARIA OPERATIONS NETWORKS,42250806/23,08 juin 2023,Critique,Critique,VMware Aria Operations Networks 6.x,VMware annonce la correction de vulnérabilités critiques affectant son produit VMware Aria Operations. L'exploitation de ces vulnérabilités peut permettre à un attaquant distant d’injecter des commandes ou d’accéder à des données confidentielles.,Veuillez se référer au bulletin de sécurité de VMware pour les mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-affectant-vmware-aria-operations-networks
Vulnérabilités dans citrix hypervisor,38960211/22,02 novembre 2022,Modéré,Modéré,"Déni de service, Contournement de la politique de sécurité",Citrix annonce la disponibilité d’une mise à jour de sécurité permettant la correction de plusieurs vulnérabilités affectant les versions de Citrix Hypervisor susmentionnées. L’exploitation de ces failles peut permettre à un attaquant de causer un déni de service et de contourner la politique de sécurité.,Veuillez se référer au bulletin de sécurité Citrix du 01 Novembre 2022 pour plus d’infirmation.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-citrix-hypervisor-0
Vulnérabilité critique affectant des produits Zoom pour Windows,46071502/24,15 février 2024,Critique,Critique,"Zoom Desktop Client pour Windows versions antérieures à  5.16.5, Zoom VDI Client pour Windows versions antérieures à 5.16.10 (Excluant 5.14.14 et 5.15.12), Zoom Rooms Client pour Windows versions antérieures à 5.17.0, Zoom Meeting SDK pour Windows versions antérieures à 5.16.5",Zoom annonce la correction d’une vulnérabilité critique affectant ses produits susmentionnés.  L'exploitation de cette vulnérabilité peut permettre à un attaquant  non authentifié d’élever ses    privilèges.,Veuillez se référer aux bulletins de sécurité de Zoom afin d'installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-des-produits-zoom-pour-windows
Vulnérabilités dans Microsoft Edge,43442308/23,23 août 2023,Important,Important,Microsoft Edge versions antérieures à 116.0.1938.54,Plusieurs vulnérabilités ont été corrigées dans Microsoft Edge. L’exploitation de ces faillespermet à un attaquant de réussir une élévation de privilèges et de porter atteinte à laconfidentialité des données.,Veuillez se référer au bulletin de sécurité Microsoft du 21 aout 2023 afin d’installer lesnouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-microsoft-edge-3
Vulnérabilités affectant plusieurs produits SAP,48271007/24,10 juillet 2024,Important,Critique,"Business Warehouse - Business Planning and Simulation versions antérieures à SAP_BW 700, 701, 702, 730, 731, 740, 750, 751, 752, 753, 754, 755, 756, 757, 758 sans le dernier correctif de sécurité, Business Warehouse - Business Planning and Simulation versions antérieures à SAP_BW_VIRTUAL_COMP 701 sans le dernier correctif de sécurité, Business Workflow (WebFlow Services) versions antérieures à SAP_BASIS 700, 701, 702, 731, 740, 750, 751, 752, 753, 754, 755, 756, 757 et 758 sans le dernier correctif de sécurité, CRM WebClient UI versions antérieures à S4FND 102, 103, 104, 105, 106, 107 et 108 sans le dernier correctif de sécurité WEBCUIF 701, 731, 746, 747, 748, 800, 801, CRM WebClient UI versions antérieures à S4FND 104 sans le dernier correctif de sécurité, CRM WebClient UI versions antérieures à WEBCUIF 701, 731, 746, 747, 748, 800, 801 sans le dernier correctif de sécurité, Commerce versions antérieures à HY_COM 2205 et COM_CLOUD 2211 sans le dernier correctif de sécurité, Enable Now versions antérieures à ENABLE_NOW_CONSUMP_DEL 1704 sans le dernier correctif de sécurité, Enable Now versions antérieures à WPB_MANAGER_CE 10 sans le dernier correctif de sécurité, Enable Now versions antérieures à WPB_MANAGER_HANA 10 sans le dernier correctif de sécurité, GUI pour Windows versions antérieures à BC-FES-GUI 8 sans le dernier correctif de sécurité, NetWeaver Application Server for ABAP and ABAP Platform versions antérieures à SAP_BASIS 700,701, 702, 731, 740, 750, 751, 752, 753, 754, 755, 756, 757, 758, 795 et 796 sans le dernier correctif de sécurité, NetWeaver Knowledge Management XMLEditor versions antérieures à KMC-WPC 7.50 sans le dernier correctif de sécurité, PDCE versions antérieures à S4CORE 102 et 103 sans le dernier correctif de sécurité, PDCE versions antérieures à S4COREOP 104, 105, 106, 107 et 108 sans le dernier correctif de sécurité, S/4HANA Finance (Advanced Payment Management) versions antérieures à S4CORE 107 et 108 sans le dernier correctif de sécurité","SAP annonce la disponibilité de mises à jour permettant de corriger plusieurs vulnérabilités affectant ses produits susmentionnés. L’exploitation de ces vulnérabilités peut permettre à un attaquant distant d’injecter du contenu dans un site, de contourner des mesures de sécurité ou d’accéder à des données confidentielles.",Veuillez se référer au bulletin de sécurité de SAP afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-plusieurs-produits-sap-14
Vulnérabilité critique dans Veeam Recovery Orchestrator,47891406/24,14 juin 2024,Critique,Critique,"Veeam Recovery Orchestrator version 7.1.x antérieure à 7.1.0.230, Veeam Recovery Orchestrator version 7.0.x antérieure à 7.0.0.379",Veeam annonce la correction d’une vulnérabilité critique affectant Veeam Recovery Orchestrator (VRO). L’exploitation de cette faille peut permettre à un attaquant d'accéder à l'interface web de VRO  avec des privilèges d'administration.,Veuillez se référer au bulletin de sécurité Veeam du 10 Juin 2024 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-dans-veeam-recovery-orchestrator
Publication de l’exploit pour une vulnérabilité affectant Cisco AnyConnect Secure Mobility Client Software et Cisco Secure Client Software,42572306/23,23 juin 2023,Important,Important,"Cisco AnyConnect Secure Mobility Client Software pour Windows, Cisco Secure Client Software pour Windows.",Cisco annonce la publication de l’exploit pour une vulnérabilité affectant ses produits Cisco AnyConnect Secure Mobility Client Software et Cisco Secure Client Software.  L'exploitation de cette  vulnérabilité peut  permettre  à un attaquant d’élever ses privilèges.,Veuillez se référer au bulletin de sécurité de Cisco pour mettre à jours vos équipements.,https://www.dgssi.gov.ma/fr/bulletins/publication-de-lexploit-pour-une-vulnerabilite-affectant-cisco-anyconnect-secure-mobility
Vulnérabilités dans OpenSSL,41043003/23,30 mars 2023,Modéré,Modéré,"OpenSSL versions 3.1 antérieures à 3.1.1, OpenSSL versions 3.0 antérieures à 3.0.9, OpenSSL versions 1.1.1 antérieures à 1.1.1u, OpenSSL versions 1.0.2 antérieures à 1.0.2zh (client du support premium uniquement)",OpenSSL a publié un avis de sécurité pour corriger plusieurs vulnérabilités affectant les versions susmentionnées d’OpenSSL. L’exploitation de ces failles peut permettre à un attaquant de contourner la politique de sécurité.,Veuillez se référer au bulletin de sécurité OpenSSL du 28 mars 2023 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-openssl
Vulnérabilités dans les produits Cisco,47200205/24,02 mai 2024,Important,Important,"IP Phone 6800, 7800, et 8800 Multiplatform Firmware version antérieure à 12.0.4SR1, Cisco PhoneOS version antérieure à 2.3.1.0101","Plusieurs vulnérabilités ont été corrigées dans les produits Cisco susmentionnés. Un attaquant pourrait exploiter ces failles afin de causer un déni de service, de réussir une élévation de privilège ou de porter atteinte à la confidentialité des données.",Veuillez se référer au bulletin de sécurité Cisco du 01 Mai 2024 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-les-produits-cisco-7
Vulnérabilités critiques dans plusieurs produits Microsoft (Patch Tuesday Mars 2023),40861503/23,15 mars 2023,Important,Important,"Microsoft Visual Studio 2022 version 17.5, Microsoft Visual Studio 2022 version 17.4, Microsoft Visual Studio 2022 version 17.0, Microsoft Visual Studio 2019 version 16.11 (includes 16.0 - 16.10), Microsoft Visual Studio 2022 version 17.2, Microsoft Visual Studio 2017 version 15.9 (includes 15.0 - 15.8), Windows Server 2008 R2 pour x64-based Systems Service Pack 1 (Server Core installation), Microsoft Dynamics 365 (on-premises) version 9.0, Microsoft Dynamics 365 (on-premises) version 9.1, OneDrive pour iOS, Microsoft Malware Protection Engine","Microsoft annonce la correction de plusieurs vulnérabilités critiques affectant les produits Microsoft susmentionnés. L’exploitation de ces vulnérabilités peut permettre à un attaquant de réussir une élévation de privilèges, d’exécuter du code arbitraire à distance, de porter atteinte à la confidentialité de données, de réussir une usurpation d’identité et de contourner la politique de sécurité.",Veuillez se référer au bulletin de sécurité Microsoft du 14 Mars 2023.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-plusieurs-produits-microsoft-patch-tuesday-mars-2023
Vulnérabilité critique affectant l’outil de transfert FileCatalyst de Fortra,46611803/24,19 mars 2024,Critique,Critique,Fortra FileCatalyst Workflow 5.x versions antérieures à  5.1.6 Build 114,Fortra annonce la correction d’une vulnérabilité critique affectant son outil de transfert  FileCatalyst. L’exploitation de cette vulnérabilité peut permettre à un attaquant distant le parcours non autorisé de répertoires et l’exécution de code malicieux.,Veuillez se référer au bulletin de sécurité de l’éditeur afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-loutil-de-transfert-filecatalyst-de-fortra
Vulnérabilités dans Google Chrome,52112301/25,23 janvier 2025,Important,Important,"Chrome versions antérieures à 132.0.6834.110/111 pour Windows et Mac, Chrome versions antérieures à  132.0.6834.110 pour Linux",Google a publié des mises à jour de sécurité pour corriger deux vulnérabilités affectant Google chrome. L’exploitation de ces failles peut permettre à un attaquant de prendre le contrôle du système affecté.,Veuillez se référer au bulletin de sécurité Google du 22 Janvier 2025 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-google-chrome-19
Vulnérabilité affectant NVIDIA UFM,51202811/24,28 novembre 2024,Important,Important,"UFM Enterprise GA sur RHEL 8, RHEL 9, Ubuntu20, Ubuntu22 versions 6.15.x, 6.16.x, 6.17.x antérieures à 6.18.0-15, UFM Enterprise LTS23 sur RHEL 7, RHEL 8, RHEL 9, Ubuntu18, Ubuntu20, Ubuntu22 versions 6.15.x LTS antérieures à  6.15.6-4 LTS, UFM Enterprise Appliance GA versions 1.6.x, 1.7.x, 1.8.x antérieures à 1.9.1-2, UFM Enterprise Appliance LTS23 versions 1.6.x LTS antérieures à 1.6.6-1 LTS, UFM SDN Appliance GA versions 4.14.x, 4.15.x, 4.16.x antérieures à 4.17.0.5, UFM SDN Appliance LTS23            versions  4.14.x LTS antérieures à 4.14.6.4 LTS, UFM CyberAI GA versions 2.6.x, 2.7.x, 2.8.x  antérieures à 2.9.1-2, UFM CyberAI LTS23 versions 2.6.1-3 LTS","NVIDIA annonce la correction d’une vulnérabilité affectant les versions susmentionnées de son produit UFM. L’exploitation de cette vulnérabilité peut permettre à un attaquant distant d’élever ses privilèges, d’accéder à des informations confidentielles ou de causer un déni de service.",Veuillez se référer au bulletin de sécurité de l’éditeur pour mettre à jour vos produits.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-affectant-nvidia-ufm
Vulnérabilités critiques dans Microsoft Office (Patch Tuesday Avril 2025),53790904/25,09 avril 2025,Critique,Critique,"Microsoft 365 Apps pour Enterprise pour 32-bit Systems, Microsoft 365 Apps pour Enterprise pour 64-bit Systems, Microsoft Access 2016 (32-bit edition), Microsoft Access 2016 (64-bit edition), Microsoft AutoUpdate pour Mac, Microsoft Excel 2016 (32-bit edition), Microsoft Excel 2016 (64-bit edition), Microsoft Office 2016 (32-bit edition), Microsoft Office 2016 (64-bit edition), Microsoft Office 2019 pour 32-bit editions, Microsoft Office 2019 pour 64-bit editions, Microsoft Office LTSC 2021 pour 32-bit editions, Microsoft Office LTSC 2021 pour 64-bit editions, Microsoft Office LTSC 2024 pour 32-bit editions, Microsoft Office LTSC 2024 pour 64-bit editions, Microsoft Office LTSC pour Mac 2021, Microsoft Office LTSC pour Mac 2024, Microsoft Office pour Android, Microsoft Office pour Universal, Microsoft OneNote 2016 (32-bit edition), Microsoft OneNote 2016 (64-bit edition), Microsoft OneNote pour Mac, Microsoft SharePoint Enterprise Server 2016, Microsoft SharePoint Server 2019, Microsoft SharePoint Server Subscription Edition, Microsoft Word 2016 (32-bit edition), Microsoft Word 2016 (64-bit edition), Office Online Server, SharePoint Server Subscription Edition Language Pack","Microsoft annonce la correction de plusieurs vulnérabilités critiques affectant les produits Microsoft office. L’exploitation de ces vulnérabilités pourrait permettre à un attaquant d’exécuter du code arbitraire à distance, de réussir une élévation de privilèges ou de contourner la politique de sécurité.",Veuillez se référer au bulletin de sécurité Microsoft du 08 Avril 2025.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-microsoft-office-patch-tuesday-avril-2025
Vulnérabilité critique affectant Laravel,51022111/24,21 novembre 2024,Important,Critique,"Laravel versions antérieures à 6.20.45, Laravel versions 7.x.x antérieures à 7.30.7, Laravel versions 8.x.x antérieures à 8.83.28, Laravel versions 9.x.x antérieures à 9.52.17, Laravel versions 10.x.x antérieures à 10.48.23, Laravel versions 11.x.x antérieures à 11.31.0",Une vulnérabilité critique affectant le Framewrok Laravel a été corrigée.  L'exploitation de cette vulnérabilité peut permettre à un attaquant le contournement de mesures de sécurité.,Veuillez se référer au bulletin de sécurité de l'éditeur pour l'obtention des correctifs.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-laravel
